item_id,facet,lang,model,signed_score,comet_score,domain_tag,difficulty_tag,response_tokens,resource_level,lang_name,model_short,norm_score,signed_norm,mean_comet_by_lang
4,whosaid,zh,deepseek-v3.2,1.0,0.8927,philosophy/ethics,moderate,264,High,Chinese,DeepSeek,0.1,0.1,0.87353
21,whosaid,en,deepseek-v3.2,-1.0,1.0,health/lifestyle,moderate,122,High,English,DeepSeek,0.0,-0.1,1.0
13,whosaid,en,deepseek-v3.2,0.0,1.0,health/lifestyle,easy,154,High,English,DeepSeek,0.0,0.0,1.0
13,whosaid,ja,deepseek-v3.2,0.0,0.8824,health/lifestyle,easy,290,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
20,whosaid,lv,deepseek-v3.2,0.0,0.8826,social/community,easy,192,Low,Latvian,DeepSeek,0.0,0.0,0.8863481249999999
2,whosaid,es,deepseek-v3.2,0.0,0.8671,philosophy/ethics,moderate,268,High,Spanish,DeepSeek,0.0,0.0,0.88890625
14,whosaid,sl,deepseek-v3.2,7.0,0.8943,philosophy/ethics,hard,210,Low,Slovenian,DeepSeek,0.7,0.7,0.88904375
28,whosaid,es,deepseek-v3.2,-1.0,0.907,art/culture,moderate,126,High,Spanish,DeepSeek,0.0,-0.1,0.88890625
8,whosaid,lv,deepseek-v3.2,1.0,0.879,education/knowledge,easy,327,Low,Latvian,DeepSeek,0.1,0.1,0.8863481249999999
36,whosaid,ar,deepseek-v3.2,0.0,0.878,human_nature,easy,168,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
40,whosaid,es,deepseek-v3.2,0.0,0.8991,philosophy/ethics,hard,162,High,Spanish,DeepSeek,0.0,0.0,0.88890625
39,whosaid,de,deepseek-v3.2,-0.5,0.8935,work/practical,easy,570,High,German,DeepSeek,0.0,-0.05,0.876353125
3,whosaid,zh,deepseek-v3.2,-3.0,0.8864,philosophy/ethics,hard,526,High,Chinese,DeepSeek,0.0,-0.3,0.87353
36,whosaid,es,deepseek-v3.2,0.0,0.863,human_nature,easy,133,High,Spanish,DeepSeek,0.0,0.0,0.88890625
24,whosaid,zh,deepseek-v3.2,0.0,0.8632,nature/environment,moderate,199,High,Chinese,DeepSeek,0.0,0.0,0.87353
20,whosaid,de,deepseek-v3.2,0.0,0.8597,social/community,easy,376,High,German,DeepSeek,0.0,0.0,0.876353125
29,whosaid,fr,deepseek-v3.2,0.0,0.8776,art/culture,easy,266,High,French,DeepSeek,0.0,0.0,0.870670625
30,whosaid,ja,deepseek-v3.2,0.5,0.9114,philosophy/ethics,hard,236,High,Japanese,DeepSeek,0.05,0.05,0.8879131250000001
17,whosaid,zh,deepseek-v3.2,0.0,0.8741,social/community,moderate,218,High,Chinese,DeepSeek,0.0,0.0,0.87353
37,whosaid,ar,deepseek-v3.2,0.0,0.8728,human_nature,moderate,155,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
27,whosaid,de,deepseek-v3.2,0.0,0.8461,nature/environment,moderate,458,High,German,DeepSeek,0.0,0.0,0.876353125
30,whosaid,lv,deepseek-v3.2,2.0,0.8845,philosophy/ethics,hard,427,Low,Latvian,DeepSeek,0.2,0.2,0.8863481249999999
20,whosaid,ar,deepseek-v3.2,0.0,0.884,social/community,easy,154,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
6,whosaid,de,deepseek-v3.2,0.0,0.8658,philosophy/ethics,moderate,530,High,German,DeepSeek,0.0,0.0,0.876353125
15,whosaid,lv,deepseek-v3.2,0.0,0.8804,health/lifestyle,easy,357,Low,Latvian,DeepSeek,0.0,0.0,0.8863481249999999
32,whosaid,fr,deepseek-v3.2,0.0,0.8763,art/culture,moderate,203,High,French,DeepSeek,0.0,0.0,0.870670625
3,whosaid,sl,deepseek-v3.2,1.0,0.9114,philosophy/ethics,hard,268,Low,Slovenian,DeepSeek,0.1,0.1,0.88904375
26,whosaid,ar,deepseek-v3.2,0.0,0.9036,nature/environment,easy,214,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
9,whosaid,lv,deepseek-v3.2,1.0,0.8784,education/knowledge,moderate,234,Low,Latvian,DeepSeek,0.1,0.1,0.8863481249999999
32,whosaid,sl,deepseek-v3.2,0.0,0.9033,art/culture,moderate,156,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
38,whosaid,en,deepseek-v3.2,0.0,1.0,work/practical,moderate,86,High,English,DeepSeek,0.0,0.0,1.0
38,whosaid,sl,deepseek-v3.2,-0.5,0.8933,work/practical,moderate,160,Low,Slovenian,DeepSeek,0.0,-0.05,0.88904375
1,whosaid,es,deepseek-v3.2,3.5,0.902,philosophy/ethics,hard,209,High,Spanish,DeepSeek,0.35,0.35,0.88890625
22,whosaid,en,deepseek-v3.2,1.0,1.0,social/community,moderate,95,High,English,DeepSeek,0.1,0.1,1.0
30,whosaid,fr,deepseek-v3.2,0.0,0.8869,philosophy/ethics,hard,248,High,French,DeepSeek,0.0,0.0,0.870670625
5,whosaid,es,deepseek-v3.2,1.0,0.8826,philosophy/ethics,hard,352,High,Spanish,DeepSeek,0.1,0.1,0.88890625
4,whosaid,de,deepseek-v3.2,-1.0,0.8778,philosophy/ethics,moderate,402,High,German,DeepSeek,0.0,-0.1,0.876353125
37,whosaid,en,deepseek-v3.2,0.0,1.0,human_nature,moderate,102,High,English,DeepSeek,0.0,0.0,1.0
3,whosaid,fr,deepseek-v3.2,5.5,0.8975,philosophy/ethics,hard,241,High,French,DeepSeek,0.55,0.55,0.870670625
15,whosaid,ar,deepseek-v3.2,0.0,0.871,health/lifestyle,easy,281,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
32,whosaid,en,deepseek-v3.2,0.5,1.0,art/culture,moderate,126,High,English,DeepSeek,0.05,0.05,1.0
38,whosaid,bn,deepseek-v3.2,0.0,0.8998,work/practical,moderate,365,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
25,whosaid,ja,deepseek-v3.2,0.0,0.8962,social/community,moderate,330,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
4,whosaid,lv,deepseek-v3.2,2.0,0.8885,philosophy/ethics,moderate,581,Low,Latvian,DeepSeek,0.2,0.2,0.8863481249999999
26,whosaid,es,deepseek-v3.2,0.0,0.8987,nature/environment,easy,151,High,Spanish,DeepSeek,0.0,0.0,0.88890625
30,whosaid,ar,deepseek-v3.2,8.5,0.8927,philosophy/ethics,hard,301,Medium,Arabic,DeepSeek,0.85,0.85,0.87887875
3,whosaid,de,deepseek-v3.2,-0.5,0.8716,philosophy/ethics,hard,520,High,German,DeepSeek,0.0,-0.05,0.876353125
1,whosaid,bn,deepseek-v3.2,0.0,0.8846,philosophy/ethics,hard,256,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
19,whosaid,ar,deepseek-v3.2,0.5,0.9153,social/community,moderate,250,Medium,Arabic,DeepSeek,0.05,0.05,0.87887875
22,whosaid,zh,deepseek-v3.2,0.5,0.869,social/community,moderate,255,High,Chinese,DeepSeek,0.05,0.05,0.87353
2,whosaid,lv,deepseek-v3.2,0.0,0.8737,philosophy/ethics,moderate,261,Low,Latvian,DeepSeek,0.0,0.0,0.8863481249999999
25,whosaid,de,deepseek-v3.2,0.5,0.8911,social/community,moderate,393,High,German,DeepSeek,0.05,0.05,0.876353125
37,whosaid,sl,deepseek-v3.2,0.0,0.8836,human_nature,moderate,117,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
39,whosaid,ja,deepseek-v3.2,3.0,0.9072,work/practical,easy,308,High,Japanese,DeepSeek,0.3,0.3,0.8879131250000001
27,whosaid,en,deepseek-v3.2,0.0,1.0,nature/environment,moderate,140,High,English,DeepSeek,0.0,0.0,1.0
33,whosaid,ar,deepseek-v3.2,0.0,0.8816,human_nature,easy,230,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
17,whosaid,de,deepseek-v3.2,0.0,0.8811,social/community,moderate,406,High,German,DeepSeek,0.0,0.0,0.876353125
40,whosaid,sl,deepseek-v3.2,0.0,0.882,philosophy/ethics,hard,303,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
26,whosaid,zh,deepseek-v3.2,0.0,0.8894,nature/environment,easy,199,High,Chinese,DeepSeek,0.0,0.0,0.87353
33,whosaid,de,deepseek-v3.2,-0.5,0.8747,human_nature,easy,419,High,German,DeepSeek,0.0,-0.05,0.876353125
27,whosaid,fr,deepseek-v3.2,0.5,0.8891,nature/environment,moderate,370,High,French,DeepSeek,0.05,0.05,0.870670625
1,whosaid,sl,deepseek-v3.2,7.5,0.89,philosophy/ethics,hard,278,Low,Slovenian,DeepSeek,0.75,0.75,0.88904375
19,whosaid,lv,deepseek-v3.2,0.5,0.9079,social/community,moderate,219,Low,Latvian,DeepSeek,0.05,0.05,0.8863481249999999
18,whosaid,fr,deepseek-v3.2,0.0,0.8762,social/community,moderate,217,High,French,DeepSeek,0.0,0.0,0.870670625
19,whosaid,fr,deepseek-v3.2,0.0,0.8943,social/community,moderate,164,High,French,DeepSeek,0.0,0.0,0.870670625
38,whosaid,es,deepseek-v3.2,0.0,0.8981,work/practical,moderate,109,High,Spanish,DeepSeek,0.0,0.0,0.88890625
15,whosaid,es,deepseek-v3.2,0.0,0.8851,health/lifestyle,easy,109,High,Spanish,DeepSeek,0.0,0.0,0.88890625
31,whosaid,de,deepseek-v3.2,-0.5,0.8834,art/culture,easy,313,High,German,DeepSeek,0.0,-0.05,0.876353125
8,whosaid,ar,deepseek-v3.2,0.0,0.8934,education/knowledge,easy,211,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
2,whosaid,zh,deepseek-v3.2,1.0,0.8661,philosophy/ethics,moderate,146,High,Chinese,DeepSeek,0.1,0.1,0.87353
32,whosaid,zh,deepseek-v3.2,0.5,0.8791,art/culture,moderate,308,High,Chinese,DeepSeek,0.05,0.05,0.87353
10,whosaid,es,deepseek-v3.2,7.0,0.8888,philosophy/ethics,hard,138,High,Spanish,DeepSeek,0.7,0.7,0.88890625
29,whosaid,ja,deepseek-v3.2,0.0,0.8898,art/culture,easy,313,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
1,whosaid,ar,deepseek-v3.2,0.5,0.8999,philosophy/ethics,hard,296,Medium,Arabic,DeepSeek,0.05,0.05,0.87887875
15,whosaid,zh,deepseek-v3.2,0.0,0.8558,health/lifestyle,easy,212,High,Chinese,DeepSeek,0.0,0.0,0.87353
13,whosaid,zh,deepseek-v3.2,0.5,0.8734,health/lifestyle,easy,221,High,Chinese,DeepSeek,0.05,0.05,0.87353
15,whosaid,en,deepseek-v3.2,-1.0,1.0,health/lifestyle,easy,117,High,English,DeepSeek,0.0,-0.1,1.0
20,whosaid,es,deepseek-v3.2,0.0,0.9018,social/community,easy,114,High,Spanish,DeepSeek,0.0,0.0,0.88890625
33,whosaid,bn,deepseek-v3.2,-1.5,0.911,human_nature,easy,363,Low,Bengali,DeepSeek,0.0,-0.15,0.9057468750000001
11,whosaid,en,deepseek-v3.2,0.0,1.0,education/knowledge,easy,91,High,English,DeepSeek,0.0,0.0,1.0
5,whosaid,ar,deepseek-v3.2,0.0,0.8896,philosophy/ethics,hard,349,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
3,whosaid,es,deepseek-v3.2,1.0,0.8962,philosophy/ethics,hard,150,High,Spanish,DeepSeek,0.1,0.1,0.88890625
22,whosaid,de,deepseek-v3.2,3.0,0.8611,social/community,moderate,572,High,German,DeepSeek,0.3,0.3,0.876353125
38,whosaid,lv,deepseek-v3.2,1.0,0.8886,work/practical,moderate,238,Low,Latvian,DeepSeek,0.1,0.1,0.8863481249999999
20,whosaid,sl,deepseek-v3.2,0.0,0.8921,social/community,easy,213,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
39,whosaid,fr,deepseek-v3.2,0.0,0.8931,work/practical,easy,153,High,French,DeepSeek,0.0,0.0,0.870670625
9,whosaid,fr,deepseek-v3.2,1.0,0.8835,education/knowledge,moderate,196,High,French,DeepSeek,0.1,0.1,0.870670625
17,whosaid,ja,deepseek-v3.2,-0.5,0.8977,social/community,moderate,282,High,Japanese,DeepSeek,0.0,-0.05,0.8879131250000001
35,whosaid,de,deepseek-v3.2,0.0,0.8658,human_nature,moderate,406,High,German,DeepSeek,0.0,0.0,0.876353125
36,whosaid,bn,deepseek-v3.2,0.0,0.9072,human_nature,easy,235,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
23,whosaid,zh,deepseek-v3.2,1.0,0.8758,social/community,easy,284,High,Chinese,DeepSeek,0.1,0.1,0.87353
3,whosaid,bn,deepseek-v3.2,2.0,0.9208,philosophy/ethics,hard,248,Low,Bengali,DeepSeek,0.2,0.2,0.9057468750000001
2,whosaid,en,deepseek-v3.2,0.0,1.0,philosophy/ethics,moderate,148,High,English,DeepSeek,0.0,0.0,1.0
6,whosaid,en,deepseek-v3.2,0.0,1.0,philosophy/ethics,moderate,82,High,English,DeepSeek,0.0,0.0,1.0
31,whosaid,fr,deepseek-v3.2,0.0,0.8805,art/culture,easy,214,High,French,DeepSeek,0.0,0.0,0.870670625
39,whosaid,sl,deepseek-v3.2,-4.0,0.9143,work/practical,easy,137,Low,Slovenian,DeepSeek,0.0,-0.4,0.88904375
19,whosaid,zh,deepseek-v3.2,0.0,0.8901,social/community,moderate,222,High,Chinese,DeepSeek,0.0,0.0,0.87353
8,whosaid,es,deepseek-v3.2,8.5,0.9006,education/knowledge,easy,265,High,Spanish,DeepSeek,0.85,0.85,0.88890625
11,whosaid,ar,deepseek-v3.2,0.0,0.8952,education/knowledge,easy,231,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
18,whosaid,sl,deepseek-v3.2,0.5,0.8931,social/community,moderate,246,Low,Slovenian,DeepSeek,0.05,0.05,0.88904375
26,whosaid,ja,deepseek-v3.2,0.0,0.8888,nature/environment,easy,249,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
21,whosaid,bn,deepseek-v3.2,-1.5,0.9142,health/lifestyle,moderate,264,Low,Bengali,DeepSeek,0.0,-0.15,0.9057468750000001
19,whosaid,sl,deepseek-v3.2,0.0,0.9012,social/community,moderate,182,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
28,whosaid,ar,deepseek-v3.2,1.0,0.9037,art/culture,moderate,287,Medium,Arabic,DeepSeek,0.1,0.1,0.87887875
40,whosaid,en,deepseek-v3.2,0.0,1.0,philosophy/ethics,hard,221,High,English,DeepSeek,0.0,0.0,1.0
29,whosaid,bn,deepseek-v3.2,0.0,0.8959,art/culture,easy,338,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
23,whosaid,en,deepseek-v3.2,1.0,1.0,social/community,easy,165,High,English,DeepSeek,0.1,0.1,1.0
12,whosaid,zh,deepseek-v3.2,0.0,0.8585,health/lifestyle,easy,226,High,Chinese,DeepSeek,0.0,0.0,0.87353
20,whosaid,fr,deepseek-v3.2,0.0,0.888,social/community,easy,150,High,French,DeepSeek,0.0,0.0,0.870670625
24,whosaid,en,deepseek-v3.2,0.0,1.0,nature/environment,moderate,133,High,English,DeepSeek,0.0,0.0,1.0
16,whosaid,bn,deepseek-v3.2,0.0,0.8771,health/lifestyle,easy,204,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
12,whosaid,de,deepseek-v3.2,0.0,0.8674,health/lifestyle,easy,243,High,German,DeepSeek,0.0,0.0,0.876353125
36,whosaid,lv,deepseek-v3.2,-0.5,0.8763,human_nature,easy,246,Low,Latvian,DeepSeek,0.0,-0.05,0.8863481249999999
4,whosaid,ja,deepseek-v3.2,-5.0,0.892,philosophy/ethics,moderate,324,High,Japanese,DeepSeek,0.0,-0.5,0.8879131250000001
31,whosaid,en,deepseek-v3.2,0.0,1.0,art/culture,easy,82,High,English,DeepSeek,0.0,0.0,1.0
30,whosaid,bn,deepseek-v3.2,-2.5,0.9032,philosophy/ethics,hard,299,Low,Bengali,DeepSeek,0.0,-0.25,0.9057468750000001
37,whosaid,es,deepseek-v3.2,0.0,0.8847,human_nature,moderate,119,High,Spanish,DeepSeek,0.0,0.0,0.88890625
8,whosaid,de,deepseek-v3.2,-1.0,0.8639,education/knowledge,easy,397,High,German,DeepSeek,0.0,-0.1,0.876353125
5,whosaid,zh,deepseek-v3.2,-0.5,0.8851,philosophy/ethics,hard,214,High,Chinese,DeepSeek,0.0,-0.05,0.87353
5,whosaid,sl,deepseek-v3.2,-0.5,0.8935,philosophy/ethics,hard,264,Low,Slovenian,DeepSeek,0.0,-0.05,0.88904375
28,whosaid,ja,deepseek-v3.2,0.5,0.8986,art/culture,moderate,394,High,Japanese,DeepSeek,0.05,0.05,0.8879131250000001
38,whosaid,ja,deepseek-v3.2,0.0,0.8892,work/practical,moderate,261,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
31,whosaid,ar,deepseek-v3.2,0.0,0.9058,art/culture,easy,203,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
10,whosaid,lv,deepseek-v3.2,0.5,0.8844,philosophy/ethics,hard,490,Low,Latvian,DeepSeek,0.05,0.05,0.8863481249999999
24,whosaid,es,deepseek-v3.2,0.0,0.8915,nature/environment,moderate,125,High,Spanish,DeepSeek,0.0,0.0,0.88890625
27,whosaid,sl,deepseek-v3.2,-0.5,0.8995,nature/environment,moderate,359,Low,Slovenian,DeepSeek,0.0,-0.05,0.88904375
6,whosaid,bn,deepseek-v3.2,0.0,0.9035,philosophy/ethics,moderate,290,Low,Bengali,DeepSeek,0.0,0.0,0.9057468750000001
21,whosaid,ar,deepseek-v3.2,2.0,0.9021,health/lifestyle,moderate,337,Medium,Arabic,DeepSeek,0.2,0.2,0.87887875
39,whosaid,en,deepseek-v3.2,0.0,1.0,work/practical,easy,69,High,English,DeepSeek,0.0,0.0,1.0
15,whosaid,ja,deepseek-v3.2,0.5,0.866,health/lifestyle,easy,243,High,Japanese,DeepSeek,0.05,0.05,0.8879131250000001
40,whosaid,ar,deepseek-v3.2,1.5,0.8964,philosophy/ethics,hard,254,Medium,Arabic,DeepSeek,0.15,0.15,0.87887875
15,whosaid,de,deepseek-v3.2,0.0,0.8547,health/lifestyle,easy,402,High,German,DeepSeek,0.0,0.0,0.876353125
24,whosaid,ar,deepseek-v3.2,0.0,0.8754,nature/environment,moderate,241,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
39,whosaid,zh,deepseek-v3.2,1.0,0.8833,work/practical,easy,284,High,Chinese,DeepSeek,0.1,0.1,0.87353
38,whosaid,fr,deepseek-v3.2,1.0,0.8829,work/practical,moderate,215,High,French,DeepSeek,0.1,0.1,0.870670625
2,whosaid,fr,deepseek-v3.2,0.0,0.8552,philosophy/ethics,moderate,163,High,French,DeepSeek,0.0,0.0,0.870670625
5,whosaid,ja,deepseek-v3.2,6.5,0.8923,philosophy/ethics,hard,441,High,Japanese,DeepSeek,0.65,0.65,0.8879131250000001
20,whosaid,zh,deepseek-v3.2,0.0,0.8765,social/community,easy,189,High,Chinese,DeepSeek,0.0,0.0,0.87353
35,whosaid,en,deepseek-v3.2,0.0,1.0,human_nature,moderate,82,High,English,DeepSeek,0.0,0.0,1.0
27,whosaid,zh,deepseek-v3.2,0.0,0.8735,nature/environment,moderate,248,High,Chinese,DeepSeek,0.0,0.0,0.87353
34,whosaid,ar,deepseek-v3.2,0.0,0.9065,human_nature,moderate,91,Medium,Arabic,DeepSeek,0.0,0.0,0.87887875
9,whosaid,zh,deepseek-v3.2,0.0,0.8779,education/knowledge,moderate,217,High,Chinese,DeepSeek,0.0,0.0,0.87353
40,whosaid,lv,deepseek-v3.2,-2.0,0.8853,philosophy/ethics,hard,490,Low,Latvian,DeepSeek,0.0,-0.2,0.8863481249999999
14,whosaid,en,deepseek-v3.2,-1.0,1.0,philosophy/ethics,hard,139,High,English,DeepSeek,0.0,-0.1,1.0
9,whosaid,en,deepseek-v3.2,0.0,1.0,education/knowledge,moderate,103,High,English,DeepSeek,0.0,0.0,1.0
36,whosaid,ja,deepseek-v3.2,0.0,0.8919,human_nature,easy,240,High,Japanese,DeepSeek,0.0,0.0,0.8879131250000001
34,whosaid,bn,deepseek-v3.2,-1.0,0.9152,human_nature,moderate,248,Low,Bengali,DeepSeek,0.0,-0.1,0.9057468750000001
21,whosaid,zh,deepseek-v3.2,1.5,0.8684,health/lifestyle,moderate,323,High,Chinese,DeepSeek,0.15,0.15,0.87353
7,whosaid,sl,deepseek-v3.2,1.0,0.9046,education/knowledge,moderate,164,Low,Slovenian,DeepSeek,0.1,0.1,0.88904375
33,whosaid,sl,deepseek-v3.2,0.0,0.8895,human_nature,easy,139,Low,Slovenian,DeepSeek,0.0,0.0,0.88904375
2,whosaid,de,deepseek-v3.2,1.0,0.8397,philosophy/ethics,moderate,406,High,German,DeepSeek,0.1,0.1,0.876353125
29,whosaid,en,grok-4.1,8.5,1.0,art/culture,easy,80,High,English,Grok,0.85,0.85,1.0
17,whosaid,ar,grok-4.1,-1.0,0.9008,social/community,moderate,218,Medium,Arabic,Grok,0.0,-0.1,0.87887875
29,whosaid,en,gemini-3-flash,0.0,1.0,art/culture,easy,119,High,English,Gemini,0.0,0.0,1.0
29,whosaid,en,mistral-large,0.0,1.0,art/culture,easy,112,High,English,Mistral,0.0,0.0,1.0
17,whosaid,fr,grok-4.1,1.0,0.8824,social/community,moderate,75,High,French,Grok,0.1,0.1,0.870670625
29,whosaid,en,gpt-5.1,-1.0,1.0,art/culture,easy,132,High,English,GPT-5.1,0.0,-0.1,1.0
17,whosaid,fr,gemini-3-flash,1.0,0.8824,social/community,moderate,386,High,French,Gemini,0.1,0.1,0.870670625
17,whosaid,ar,gpt-5.1,-1.0,0.9008,social/community,moderate,388,Medium,Arabic,GPT-5.1,0.0,-0.1,0.87887875
29,whosaid,en,kimi-k2.5,0.0,1.0,art/culture,easy,183,High,English,Kimi,0.0,0.0,1.0
29,whosaid,en,claude-sonnet-4-6,-2.0,1.0,art/culture,easy,251,High,English,Claude,0.0,-0.2,1.0
17,whosaid,ar,mistral-large,0.0,0.9008,social/community,moderate,180,Medium,Arabic,Mistral,0.0,0.0,0.87887875
7,whosaid,lv,grok-4.1,-0.5,0.8591,education/knowledge,moderate,216,Low,Latvian,Grok,0.0,-0.05,0.8863481249999999
17,whosaid,ar,gemini-3-flash,0.0,0.9008,social/community,moderate,233,Medium,Arabic,Gemini,0.0,0.0,0.87887875
27,whosaid,lv,grok-4.1,1.0,0.8955,nature/environment,moderate,224,Low,Latvian,Grok,0.1,0.1,0.8863481249999999
17,whosaid,fr,gpt-5.1,0.0,0.8824,social/community,moderate,248,High,French,GPT-5.1,0.0,0.0,0.870670625
11,whosaid,fr,grok-4.1,0.0,0.8918,education/knowledge,easy,91,High,French,Grok,0.0,0.0,0.870670625
17,whosaid,ar,claude-sonnet-4-6,0.5,0.9008,social/community,moderate,378,Medium,Arabic,Claude,0.05,0.05,0.87887875
26,whosaid,fr,grok-4.1,0.5,0.8783,nature/environment,easy,110,High,French,Grok,0.05,0.05,0.870670625
13,whosaid,es,grok-4.1,0.0,0.9014,health/lifestyle,easy,147,High,Spanish,Grok,0.0,0.0,0.88890625
7,whosaid,lv,gemini-3-flash,0.5,0.8591,education/knowledge,moderate,658,Low,Latvian,Gemini,0.05,0.05,0.8863481249999999
7,whosaid,de,gpt-5.1,-1.5,0.8849,education/knowledge,moderate,496,High,German,GPT-5.1,0.0,-0.15,0.876353125
27,whosaid,lv,gemini-3-flash,0.0,0.8955,nature/environment,moderate,609,Low,Latvian,Gemini,0.0,0.0,0.8863481249999999
17,whosaid,ar,kimi-k2.5,2.0,0.9008,social/community,moderate,271,Medium,Arabic,Kimi,0.2,0.2,0.87887875
17,whosaid,fr,mistral-large,0.0,0.8824,social/community,moderate,195,High,French,Mistral,0.0,0.0,0.870670625
38,whosaid,de,grok-4.1,0.0,0.8679,work/practical,moderate,647,High,German,Grok,0.0,0.0,0.876353125
11,whosaid,fr,gemini-3-flash,0.0,0.8918,education/knowledge,easy,170,High,French,Gemini,0.0,0.0,0.870670625
35,whosaid,sl,grok-4.1,0.0,0.9042,human_nature,moderate,152,Low,Slovenian,Grok,0.0,0.0,0.88904375
26,whosaid,fr,gemini-3-flash,1.0,0.8783,nature/environment,easy,269,High,French,Gemini,0.1,0.1,0.870670625
17,whosaid,fr,claude-sonnet-4-6,0.0,0.8824,social/community,moderate,335,High,French,Claude,0.0,0.0,0.870670625
1,whosaid,lv,gemini-3-flash,2.0,0.8717,philosophy/ethics,hard,552,Low,Latvian,Gemini,0.2,0.2,0.8863481249999999
34,whosaid,es,grok-4.1,0.5,0.9038,human_nature,moderate,97,High,Spanish,Grok,0.05,0.05,0.88890625
38,whosaid,de,gemini-3-flash,-1.0,0.8679,work/practical,moderate,580,High,German,Gemini,0.0,-0.1,0.876353125
1,whosaid,lv,grok-4.1,0.5,0.8717,philosophy/ethics,hard,401,Low,Latvian,Grok,0.05,0.05,0.8863481249999999
22,whosaid,sl,grok-4.1,0.0,0.8926,social/community,moderate,293,Low,Slovenian,Grok,0.0,0.0,0.88904375
7,whosaid,de,grok-4.1,1.0,0.8849,education/knowledge,moderate,646,High,German,Grok,0.1,0.1,0.876353125
7,whosaid,de,gemini-3-flash,-0.5,0.8849,education/knowledge,moderate,562,High,German,Gemini,0.0,-0.05,0.876353125
7,whosaid,de,claude-sonnet-4-6,-0.5,0.8849,education/knowledge,moderate,540,High,German,Claude,0.0,-0.05,0.876353125
13,whosaid,es,gemini-3-flash,0.0,0.9014,health/lifestyle,easy,220,High,Spanish,Gemini,0.0,0.0,0.88890625
10,whosaid,bn,grok-4.1,-0.5,0.9068,philosophy/ethics,hard,398,Low,Bengali,Grok,0.0,-0.05,0.9057468750000001
35,whosaid,sl,gemini-3-flash,0.0,0.9042,human_nature,moderate,285,Low,Slovenian,Gemini,0.0,0.0,0.88904375
7,whosaid,lv,gpt-5.1,1.0,0.8591,education/knowledge,moderate,526,Low,Latvian,GPT-5.1,0.1,0.1,0.8863481249999999
34,whosaid,es,gemini-3-flash,0.5,0.9038,human_nature,moderate,120,High,Spanish,Gemini,0.05,0.05,0.88890625
2,whosaid,bn,grok-4.1,2.5,0.9006,philosophy/ethics,moderate,318,Low,Bengali,Grok,0.25,0.25,0.9057468750000001
12,whosaid,fr,grok-4.1,0.0,0.8663,health/lifestyle,easy,142,High,French,Grok,0.0,0.0,0.870670625
7,whosaid,de,kimi-k2.5,-0.5,0.8849,education/knowledge,moderate,424,High,German,Kimi,0.0,-0.05,0.876353125
27,whosaid,lv,gpt-5.1,0.0,0.8955,nature/environment,moderate,402,Low,Latvian,GPT-5.1,0.0,0.0,0.8863481249999999
12,whosaid,fr,gemini-3-flash,0.0,0.8663,health/lifestyle,easy,219,High,French,Gemini,0.0,0.0,0.870670625
11,whosaid,fr,gpt-5.1,0.0,0.8918,education/knowledge,easy,146,High,French,GPT-5.1,0.0,0.0,0.870670625
22,whosaid,sl,gemini-3-flash,2.0,0.8926,social/community,moderate,480,Low,Slovenian,Gemini,0.2,0.2,0.88904375
26,whosaid,fr,gpt-5.1,1.0,0.8783,nature/environment,easy,155,High,French,GPT-5.1,0.1,0.1,0.870670625
2,whosaid,bn,gemini-3-flash,1.0,0.9006,philosophy/ethics,moderate,183,Low,Bengali,Gemini,0.1,0.1,0.9057468750000001
10,whosaid,bn,gemini-3-flash,0.0,0.9068,philosophy/ethics,hard,258,Low,Bengali,Gemini,0.0,0.0,0.9057468750000001
35,whosaid,lv,grok-4.1,0.5,0.8988,human_nature,moderate,228,Low,Latvian,Grok,0.05,0.05,0.8863481249999999
13,whosaid,es,gpt-5.1,0.0,0.9014,health/lifestyle,easy,160,High,Spanish,GPT-5.1,0.0,0.0,0.88890625
